Date,Campaign,Spend,Clicks,Impressions,Conversions
2024-06-02,Prospecting_Lookalike,540.35,664,34241,12
2024-06-02,Retargeting_Catalog,490.73,603,31097,11
2024-06-02,AdvantagePlus_Shopping,751.75,924,47638,17
2024-06-03,Prospecting_Lookalike,679.83,778,42662,19
2024-06-03,Retargeting_Catalog,653.78,748,41027,18
2024-06-03,AdvantagePlus_Shopping,1047.87,1200,65758,29
2024-06-04,Prospecting_Lookalike,491.34,555,36748,13
2024-06-04,Retargeting_Catalog,312.22,352,23351,8
2024-06-04,AdvantagePlus_Shopping,450.69,509,33708,12
2024-06-05,Prospecting_Lookalike,669.23,728,40052,13
2024-06-05,Retargeting_Catalog,569.27,620,34070,11
2024-06-05,AdvantagePlus_Shopping,752.45,819,45033,15
2024-06-06,Prospecting_Lookalike,305.22,370,17580,6
2024-06-06,Retargeting_Catalog,281.03,341,16186,6
2024-06-06,AdvantagePlus_Shopping,398.8,484,22970,9
2024-06-07,Prospecting_Lookalike,580.06,671,36233,15
2024-06-07,Retargeting_Catalog,367.27,425,22941,9
2024-06-07,AdvantagePlus_Shopping,654.84,757,40904,17
2024-06-08,Prospecting_Lookalike,575.11,697,38062,14
2024-06-08,Retargeting_Catalog,473.17,573,31315,12
2024-06-08,AdvantagePlus_Shopping,615.41,746,40729,15
2024-06-09,Prospecting_Lookalike,441.72,519,28139,10
2024-06-09,Retargeting_Catalog,439.38,516,27991,10
2024-06-09,AdvantagePlus_Shopping,663.68,780,42279,15
2024-06-10,Prospecting_Lookalike,515.3,651,34603,16
2024-06-10,Retargeting_Catalog,536.63,678,36035,17
2024-06-10,AdvantagePlus_Shopping,594.36,751,39911,19
2024-06-11,Prospecting_Lookalike,469.92,583,37725,11
2024-06-11,Retargeting_Catalog,450.94,559,36201,10
2024-06-11,AdvantagePlus_Shopping,494.62,614,39707,11
2024-06-12,Prospecting_Lookalike,307.91,348,19888,7
2024-06-12,Retargeting_Catalog,194.49,220,12562,4
2024-06-12,AdvantagePlus_Shopping,288.29,326,18621,6
2024-06-13,Prospecting_Lookalike,389.59,492,27914,10
2024-06-13,Retargeting_Catalog,210.69,266,15095,5
2024-06-13,AdvantagePlus_Shopping,381.06,481,27302,9
2024-06-14,Prospecting_Lookalike,621.93,710,41737,11
2024-06-14,Retargeting_Catalog,578.31,661,38810,10
2024-06-14,AdvantagePlus_Shopping,860.22,983,57729,15
2024-06-15,Prospecting_Lookalike,394.9,479,24768,10
2024-06-15,Retargeting_Catalog,379.51,461,23803,9
2024-06-15,AdvantagePlus_Shopping,516.24,627,32378,13
2024-06-16,Prospecting_Lookalike,571.48,739,44178,14
2024-06-16,Retargeting_Catalog,520.8,673,40260,13
2024-06-16,AdvantagePlus_Shopping,690.94,893,53413,17
2024-06-17,Prospecting_Lookalike,479.97,641,37097,14
2024-06-17,Retargeting_Catalog,422.88,564,32684,13
2024-06-17,AdvantagePlus_Shopping,735.13,981,56819,22
2024-06-18,Prospecting_Lookalike,396.01,435,28141,10
2024-06-18,Retargeting_Catalog,456.98,502,32474,11
2024-06-18,AdvantagePlus_Shopping,500.55,550,35570,12
2024-06-19,Prospecting_Lookalike,479.48,619,33025,13
2024-06-19,Retargeting_Catalog,408.23,527,28117,11
2024-06-19,AdvantagePlus_Shopping,514.36,664,35427,14
2024-06-20,Prospecting_Lookalike,620.48,732,36813,16
2024-06-20,Retargeting_Catalog,373.25,440,22145,9
2024-06-20,AdvantagePlus_Shopping,612.71,722,36352,16
2024-06-21,Prospecting_Lookalike,422.43,488,28290,10
2024-06-21,Retargeting_Catalog,261.36,302,17503,6
2024-06-21,AdvantagePlus_Shopping,554.96,642,37165,14
2024-06-22,Prospecting_Lookalike,487.69,611,31163,12
2024-06-22,Retargeting_Catalog,432.47,542,27635,11
2024-06-22,AdvantagePlus_Shopping,803.58,1007,51348,20
2024-06-23,Prospecting_Lookalike,416.91,503,28426,10
2024-06-23,Retargeting_Catalog,268.6,324,18314,6
2024-06-23,AdvantagePlus_Shopping,476.21,574,32470,11
2024-06-24,Prospecting_Lookalike,529.6,609,47065,14
2024-06-24,Retargeting_Catalog,393.68,452,34986,10
2024-06-24,AdvantagePlus_Shopping,817.21,940,72625,22
2024-06-25,Prospecting_Lookalike,561.05,650,36367,15
2024-06-25,Retargeting_Catalog,425.06,493,27552,11
2024-06-25,AdvantagePlus_Shopping,588.1,682,38121,15
2024-06-26,Prospecting_Lookalike,439.13,527,29910,11
2024-06-26,Retargeting_Catalog,328.36,394,22365,8
2024-06-26,AdvantagePlus_Shopping,578.4,695,39395,15
2024-06-27,Prospecting_Lookalike,599.69,697,38313,15
2024-06-27,Retargeting_Catalog,568.55,661,36324,15
2024-06-27,AdvantagePlus_Shopping,682.16,793,43582,18
2024-06-28,Prospecting_Lookalike,392.04,463,25035,9
2024-06-28,Retargeting_Catalog,290.56,343,18555,7
2024-06-28,AdvantagePlus_Shopping,592.46,700,37834,14
2024-06-29,Prospecting_Lookalike,619.8,764,45937,17
2024-06-29,Retargeting_Catalog,486.84,600,36083,13
2024-06-29,AdvantagePlus_Shopping,560.51,690,41543,15
2024-06-30,Prospecting_Lookalike,515.74,574,27419,13
2024-06-30,Retargeting_Catalog,572.01,636,30410,14
2024-06-30,AdvantagePlus_Shopping,590.57,657,31397,15
2024-07-01,Prospecting_Lookalike,439.54,511,28649,8
2024-07-01,Retargeting_Catalog,335.06,390,21839,6
2024-07-01,AdvantagePlus_Shopping,636.24,740,41470,12
2024-07-02,Prospecting_Lookalike,427.09,550,31256,12
2024-07-02,Retargeting_Catalog,326.61,420,23903,9
2024-07-02,AdvantagePlus_Shopping,585.61,754,42857,17
2024-07-03,Prospecting_Lookalike,439.95,504,25909,11
2024-07-03,Retargeting_Catalog,398.94,457,23494,10
2024-07-03,AdvantagePlus_Shopping,502.83,577,29612,13
2024-07-04,Prospecting_Lookalike,376.91,456,25312,9
2024-07-04,Retargeting_Catalog,314.25,380,21104,7
2024-07-04,AdvantagePlus_Shopping,492.27,596,33059,11
2024-07-05,Prospecting_Lookalike,373.01,444,19223,10
2024-07-05,Retargeting_Catalog,378.22,450,19492,10
2024-07-05,AdvantagePlus_Shopping,369.67,440,19051,10
2024-07-06,Prospecting_Lookalike,535.37,629,35793,11
2024-07-06,Retargeting_Catalog,313.09,367,20932,6
2024-07-06,AdvantagePlus_Shopping,615.19,723,41129,12
2024-07-07,Prospecting_Lookalike,614.82,751,40170,16
2024-07-07,Retargeting_Catalog,506.08,618,33065,13
2024-07-07,AdvantagePlus_Shopping,630.43,770,41190,17
2024-07-08,Prospecting_Lookalike,679.12,736,44616,16
2024-07-08,Retargeting_Catalog,409.12,443,26878,9
2024-07-08,AdvantagePlus_Shopping,634.23,687,41667,14
2024-07-09,Prospecting_Lookalike,366.34,463,23465,9
2024-07-09,Retargeting_Catalog,221.88,280,14212,5
2024-07-09,AdvantagePlus_Shopping,354.47,448,22705,9
2024-07-10,Prospecting_Lookalike,402.77,472,25371,10
2024-07-10,Retargeting_Catalog,384.01,450,24190,9
2024-07-10,AdvantagePlus_Shopping,582.56,683,36697,14
2024-07-11,Prospecting_Lookalike,595.2,687,39697,15
2024-07-11,Retargeting_Catalog,419.48,484,27977,11
2024-07-11,AdvantagePlus_Shopping,772.99,893,51556,20
2024-07-12,Prospecting_Lookalike,588.9,691,42525,12
2024-07-12,Retargeting_Catalog,420.51,493,30365,9
2024-07-12,AdvantagePlus_Shopping,582.09,683,42033,12
2024-07-13,Prospecting_Lookalike,362.75,430,27982,10
2024-07-13,Retargeting_Catalog,270.28,320,20849,7
2024-07-13,AdvantagePlus_Shopping,576.06,683,44437,16
2024-07-14,Prospecting_Lookalike,949.86,1137,60383,23
2024-07-14,Retargeting_Catalog,583.99,699,37124,14
2024-07-14,AdvantagePlus_Shopping,1155.42,1383,73451,28
2024-07-15,Prospecting_Lookalike,478.4,584,38395,13
2024-07-15,Retargeting_Catalog,446.72,545,35853,12
2024-07-15,AdvantagePlus_Shopping,518.77,633,41635,14
2024-07-16,Prospecting_Lookalike,355.79,435,21103,9
2024-07-16,Retargeting_Catalog,359.43,439,21319,9
2024-07-16,AdvantagePlus_Shopping,455.09,556,26993,12
2024-07-17,Prospecting_Lookalike,660.42,736,47613,15
2024-07-17,Retargeting_Catalog,435.35,485,31386,10
2024-07-17,AdvantagePlus_Shopping,537.97,600,38785,12
2024-07-18,Prospecting_Lookalike,423.08,508,28798,11
2024-07-18,Retargeting_Catalog,315.24,378,21457,8
2024-07-18,AdvantagePlus_Shopping,545.12,654,37105,14
2024-07-19,Prospecting_Lookalike,420.43,449,27678,9
2024-07-19,Retargeting_Catalog,233.8,249,15391,5
2024-07-19,AdvantagePlus_Shopping,403.61,431,26571,9
2024-07-20,Prospecting_Lookalike,554.14,631,34980,15
2024-07-20,Retargeting_Catalog,433.72,494,27378,12
2024-07-20,AdvantagePlus_Shopping,793.93,905,50116,22
2024-07-21,Prospecting_Lookalike,755.48,1016,56288,19
2024-07-21,Retargeting_Catalog,478.91,644,35682,12
2024-07-21,AdvantagePlus_Shopping,935.27,1258,69684,24
2024-07-22,Prospecting_Lookalike,573.06,647,34253,13
2024-07-22,Retargeting_Catalog,548.36,619,32776,12
2024-07-22,AdvantagePlus_Shopping,493.45,557,29494,11
2024-07-23,Prospecting_Lookalike,303.4,357,23922,6
2024-07-23,Retargeting_Catalog,195.1,229,15383,4
2024-07-23,AdvantagePlus_Shopping,311.99,367,24600,6
2024-07-24,Prospecting_Lookalike,485.47,610,37081,13
2024-07-24,Retargeting_Catalog,401.04,504,30632,11
2024-07-24,AdvantagePlus_Shopping,789.63,993,60313,21
2024-07-25,Prospecting_Lookalike,644.48,714,35823,14
2024-07-25,Retargeting_Catalog,362.88,402,20170,8
2024-07-25,AdvantagePlus_Shopping,654.39,725,36373,14
2024-07-26,Prospecting_Lookalike,556.23,668,34585,13
2024-07-26,Retargeting_Catalog,520.45,625,32360,12
2024-07-26,AdvantagePlus_Shopping,573.02,688,35629,14
2024-07-27,Prospecting_Lookalike,556.91,671,51633,16
2024-07-27,Retargeting_Catalog,515.06,620,47752,15
2024-07-27,AdvantagePlus_Shopping,575.87,694,53391,17
2024-07-28,Prospecting_Lookalike,746.32,862,45992,17
2024-07-28,Retargeting_Catalog,724.41,837,44642,16
2024-07-28,AdvantagePlus_Shopping,1024.35,1183,63126,23
2024-07-29,Prospecting_Lookalike,533.98,595,37390,12
2024-07-29,Retargeting_Catalog,353.54,394,24755,8
2024-07-29,AdvantagePlus_Shopping,441.53,492,30916,10
2024-07-30,Prospecting_Lookalike,394.97,462,27474,9
2024-07-30,Retargeting_Catalog,254.78,298,17723,6
2024-07-30,AdvantagePlus_Shopping,400.41,468,27853,9
2024-07-31,Prospecting_Lookalike,537.2,630,35948,13
2024-07-31,Retargeting_Catalog,327.99,385,21948,8
2024-07-31,AdvantagePlus_Shopping,561.69,659,37587,13
2024-08-01,Prospecting_Lookalike,669.4,813,38548,22
2024-08-01,Retargeting_Catalog,370.07,449,21311,12
2024-08-01,AdvantagePlus_Shopping,569.0,691,32766,18
2024-08-02,Prospecting_Lookalike,787.21,879,55261,15
2024-08-02,Retargeting_Catalog,670.85,749,47093,13
2024-08-02,AdvantagePlus_Shopping,716.66,800,50309,14
2024-08-03,Prospecting_Lookalike,305.09,356,23467,8
2024-08-03,Retargeting_Catalog,174.21,203,13400,4
2024-08-03,AdvantagePlus_Shopping,274.41,320,21108,7
2024-08-04,Prospecting_Lookalike,498.38,592,31342,15
2024-08-04,Retargeting_Catalog,366.1,435,23023,11
2024-08-04,AdvantagePlus_Shopping,577.13,685,36294,18
2024-08-05,Prospecting_Lookalike,684.89,818,45636,19
2024-08-05,Retargeting_Catalog,409.44,489,27282,11
2024-08-05,AdvantagePlus_Shopping,808.47,966,53871,23
2024-08-06,Prospecting_Lookalike,570.42,639,31350,13
2024-08-06,Retargeting_Catalog,382.53,429,21023,9
2024-08-06,AdvantagePlus_Shopping,529.12,593,29080,12
2024-08-07,Prospecting_Lookalike,336.22,400,23151,7
2024-08-07,Retargeting_Catalog,283.6,337,19527,6
2024-08-07,AdvantagePlus_Shopping,516.27,614,35549,11
2024-08-08,Prospecting_Lookalike,606.84,680,33341,16
2024-08-08,Retargeting_Catalog,447.13,501,24566,12
2024-08-08,AdvantagePlus_Shopping,818.42,918,44965,22
2024-08-09,Prospecting_Lookalike,654.38,787,43655,18
2024-08-09,Retargeting_Catalog,508.24,611,33905,14
2024-08-09,AdvantagePlus_Shopping,651.05,783,43433,18
2024-08-10,Prospecting_Lookalike,733.69,834,43788,15
2024-08-10,Retargeting_Catalog,468.78,533,27978,9
2024-08-10,AdvantagePlus_Shopping,736.31,837,43945,15
2024-08-11,Prospecting_Lookalike,629.17,732,34496,15
2024-08-11,Retargeting_Catalog,574.28,669,31486,14
2024-08-11,AdvantagePlus_Shopping,804.32,937,44099,19
2024-08-12,Prospecting_Lookalike,639.69,787,44585,15
2024-08-12,Retargeting_Catalog,640.28,788,44626,15
2024-08-12,AdvantagePlus_Shopping,733.23,902,51104,17
2024-08-13,Prospecting_Lookalike,476.8,563,28025,8
2024-08-13,Retargeting_Catalog,352.67,416,20729,6
2024-08-13,AdvantagePlus_Shopping,585.73,691,34428,11
2024-08-14,Prospecting_Lookalike,466.82,612,36490,11
2024-08-14,Retargeting_Catalog,350.82,459,27422,8
2024-08-14,AdvantagePlus_Shopping,722.83,947,56501,18
2024-08-15,Prospecting_Lookalike,756.93,922,49989,20
2024-08-15,Retargeting_Catalog,847.05,1032,55941,22
2024-08-15,AdvantagePlus_Shopping,759.71,925,50173,20
2024-08-16,Prospecting_Lookalike,751.6,954,63191,21
2024-08-16,Retargeting_Catalog,419.87,533,35301,12
2024-08-16,AdvantagePlus_Shopping,706.52,897,59401,20
2024-08-17,Prospecting_Lookalike,497.51,534,31471,11
2024-08-17,Retargeting_Catalog,338.69,364,21424,7
2024-08-17,AdvantagePlus_Shopping,542.0,582,34285,12
2024-08-18,Prospecting_Lookalike,536.87,681,42924,16
2024-08-18,Retargeting_Catalog,398.19,505,31836,12
2024-08-18,AdvantagePlus_Shopping,636.12,807,50859,19
2024-08-19,Prospecting_Lookalike,797.18,835,40891,20
2024-08-19,Retargeting_Catalog,434.58,455,22291,10
2024-08-19,AdvantagePlus_Shopping,919.64,964,47172,23
2024-08-20,Prospecting_Lookalike,353.31,405,18888,8
2024-08-20,Retargeting_Catalog,237.05,272,12672,5
2024-08-20,AdvantagePlus_Shopping,517.27,593,27654,12
2024-08-21,Prospecting_Lookalike,599.5,722,41808,15
2024-08-21,Retargeting_Catalog,523.56,631,36511,13
2024-08-21,AdvantagePlus_Shopping,515.13,621,35924,13
2024-08-22,Prospecting_Lookalike,523.58,593,36065,13
2024-08-22,Retargeting_Catalog,357.65,405,24635,8
2024-08-22,AdvantagePlus_Shopping,588.96,667,40569,14
2024-08-23,Prospecting_Lookalike,525.28,636,41437,13
2024-08-23,Retargeting_Catalog,448.93,544,35414,11
2024-08-23,AdvantagePlus_Shopping,492.3,596,38836,12
2024-08-24,Prospecting_Lookalike,869.89,1095,59136,20
2024-08-24,Retargeting_Catalog,378.34,476,25720,9
2024-08-24,AdvantagePlus_Shopping,709.38,893,48224,17
2024-08-25,Prospecting_Lookalike,711.88,834,49663,17
2024-08-25,Retargeting_Catalog,481.13,563,33565,12
2024-08-25,AdvantagePlus_Shopping,571.76,669,39887,14
2024-08-26,Prospecting_Lookalike,524.19,596,35317,13
2024-08-26,Retargeting_Catalog,373.56,425,25168,9
2024-08-26,AdvantagePlus_Shopping,727.63,828,49024,19
2024-08-27,Prospecting_Lookalike,729.08,808,38040,19
2024-08-27,Retargeting_Catalog,594.96,659,31042,15
2024-08-27,AdvantagePlus_Shopping,765.28,848,39929,20
2024-08-28,Prospecting_Lookalike,440.53,506,29076,11
2024-08-28,Retargeting_Catalog,252.3,289,16652,6
2024-08-28,AdvantagePlus_Shopping,476.95,547,31479,12
2024-08-29,Prospecting_Lookalike,659.87,795,41506,17
2024-08-29,Retargeting_Catalog,511.14,616,32151,13
2024-08-29,AdvantagePlus_Shopping,648.37,781,40783,17
2024-08-30,Prospecting_Lookalike,597.71,659,36442,16
2024-08-30,Retargeting_Catalog,374.15,413,22811,10
2024-08-30,AdvantagePlus_Shopping,634.75,700,38700,17
2024-08-31,Prospecting_Lookalike,643.64,717,46949,16
2024-08-31,Retargeting_Catalog,425.96,475,31070,10
2024-08-31,AdvantagePlus_Shopping,601.36,670,43865,15
2024-09-01,Prospecting_Lookalike,568.85,660,46161,14
2024-09-01,Retargeting_Catalog,522.8,607,42423,13
2024-09-01,AdvantagePlus_Shopping,642.2,745,52113,16
2024-09-02,Prospecting_Lookalike,579.12,644,33956,15
2024-09-02,Retargeting_Catalog,313.47,348,18380,8
2024-09-02,AdvantagePlus_Shopping,492.96,548,28904,13
2024-09-03,Prospecting_Lookalike,778.49,830,38783,19
2024-09-03,Retargeting_Catalog,494.77,527,24648,12
2024-09-03,AdvantagePlus_Shopping,686.8,732,34215,17
2024-09-04,Prospecting_Lookalike,666.9,804,43205,19
2024-09-04,Retargeting_Catalog,610.37,736,39543,17
2024-09-04,AdvantagePlus_Shopping,951.03,1147,61613,28
2024-09-05,Prospecting_Lookalike,507.52,623,32379,11
2024-09-05,Retargeting_Catalog,392.76,482,25057,9
2024-09-05,AdvantagePlus_Shopping,658.96,809,42040,15
2024-09-06,Prospecting_Lookalike,784.64,948,58584,19
2024-09-06,Retargeting_Catalog,422.66,510,31557,10
2024-09-06,AdvantagePlus_Shopping,662.99,801,49502,16
2024-09-07,Prospecting_Lookalike,600.6,754,37659,15
2024-09-07,Retargeting_Catalog,404.74,508,25378,10
2024-09-07,AdvantagePlus_Shopping,582.75,731,36540,14
2024-09-08,Prospecting_Lookalike,607.33,694,34735,15
2024-09-08,Retargeting_Catalog,483.85,553,27672,12
2024-09-08,AdvantagePlus_Shopping,797.5,912,45611,20
2024-09-09,Prospecting_Lookalike,274.27,348,21013,8
2024-09-09,Retargeting_Catalog,226.81,288,17376,7
2024-09-09,AdvantagePlus_Shopping,348.24,443,26679,10
2024-09-10,Prospecting_Lookalike,581.22,645,33795,12
2024-09-10,Retargeting_Catalog,303.13,336,17625,6
2024-09-10,AdvantagePlus_Shopping,675.21,749,39260,14
2024-09-11,Prospecting_Lookalike,377.41,458,31686,10
2024-09-11,Retargeting_Catalog,334.86,406,28114,9
2024-09-11,AdvantagePlus_Shopping,422.1,512,35437,11
2024-09-12,Prospecting_Lookalike,635.83,702,36132,13
2024-09-12,Retargeting_Catalog,368.58,407,20944,7
2024-09-12,AdvantagePlus_Shopping,593.8,656,33743,12
2024-09-13,Prospecting_Lookalike,705.77,943,55994,24
2024-09-13,Retargeting_Catalog,481.59,644,38208,16
2024-09-13,AdvantagePlus_Shopping,768.43,1027,60966,26
2024-09-14,Prospecting_Lookalike,530.62,635,40885,11
2024-09-14,Retargeting_Catalog,607.84,728,46835,13
2024-09-14,AdvantagePlus_Shopping,865.52,1036,66689,19
2024-09-15,Prospecting_Lookalike,490.82,614,32689,14
2024-09-15,Retargeting_Catalog,416.14,521,27715,12
2024-09-15,AdvantagePlus_Shopping,560.17,701,37308,16
2024-09-16,Prospecting_Lookalike,426.23,471,32609,11
2024-09-16,Retargeting_Catalog,327.92,362,25087,8
2024-09-16,AdvantagePlus_Shopping,416.29,460,31848,10
2024-09-17,Prospecting_Lookalike,582.75,635,33988,14
2024-09-17,Retargeting_Catalog,312.99,341,18254,7
2024-09-17,AdvantagePlus_Shopping,655.91,714,38254,16
2024-09-18,Prospecting_Lookalike,678.35,896,56985,17
2024-09-18,Retargeting_Catalog,375.76,496,31566,9
2024-09-18,AdvantagePlus_Shopping,675.49,892,56745,17
2024-09-19,Prospecting_Lookalike,449.98,508,33217,10
2024-09-19,Retargeting_Catalog,352.1,397,25992,7
2024-09-19,AdvantagePlus_Shopping,536.65,606,39615,12
2024-09-20,Prospecting_Lookalike,330.7,370,20427,9
2024-09-20,Retargeting_Catalog,213.85,239,13210,5
2024-09-20,AdvantagePlus_Shopping,408.94,457,25260,11
2024-09-21,Prospecting_Lookalike,742.57,860,48721,20
2024-09-21,Retargeting_Catalog,883.59,1023,57974,24
2024-09-21,AdvantagePlus_Shopping,928.78,1075,60939,25
2024-09-22,Prospecting_Lookalike,649.16,743,35527,17
2024-09-22,Retargeting_Catalog,456.81,522,25000,12
2024-09-22,AdvantagePlus_Shopping,715.39,818,39152,19
2024-09-23,Prospecting_Lookalike,565.57,649,42088,15
2024-09-23,Retargeting_Catalog,358.65,411,26689,9
2024-09-23,AdvantagePlus_Shopping,561.87,645,41813,15
2024-09-24,Prospecting_Lookalike,716.77,809,39034,15
2024-09-24,Retargeting_Catalog,406.46,459,22135,8
2024-09-24,AdvantagePlus_Shopping,756.32,854,41188,16
2024-09-25,Prospecting_Lookalike,480.21,595,37863,11
2024-09-25,Retargeting_Catalog,335.39,415,26444,7
2024-09-25,AdvantagePlus_Shopping,536.26,664,42282,12
2024-09-26,Prospecting_Lookalike,580.41,646,32578,13
2024-09-26,Retargeting_Catalog,456.69,508,25633,10
2024-09-26,AdvantagePlus_Shopping,856.8,954,48091,19
2024-09-27,Prospecting_Lookalike,729.05,849,42017,17
2024-09-27,Retargeting_Catalog,564.94,658,32559,13
2024-09-27,AdvantagePlus_Shopping,742.4,864,42786,18
2024-09-28,Prospecting_Lookalike,456.88,533,28630,10
2024-09-28,Retargeting_Catalog,275.23,321,17246,6
2024-09-28,AdvantagePlus_Shopping,539.63,630,33815,12
2024-09-29,Prospecting_Lookalike,739.6,847,51620,18
2024-09-29,Retargeting_Catalog,611.5,700,42679,15
2024-09-29,AdvantagePlus_Shopping,834.94,956,58275,21
2024-09-30,Prospecting_Lookalike,740.53,926,61944,22
2024-09-30,Retargeting_Catalog,614.38,768,51391,18
2024-09-30,AdvantagePlus_Shopping,1053.74,1318,88144,31
2024-10-01,Prospecting_Lookalike,365.29,463,32878,9
2024-10-01,Retargeting_Catalog,363.63,461,32730,9
2024-10-01,AdvantagePlus_Shopping,506.53,642,45592,13
2024-10-02,Prospecting_Lookalike,460.66,544,25099,10
2024-10-02,Retargeting_Catalog,282.43,334,15388,6
2024-10-02,AdvantagePlus_Shopping,481.64,569,26242,11
2024-10-03,Prospecting_Lookalike,525.29,575,33089,13
2024-10-03,Retargeting_Catalog,405.83,444,25564,10
2024-10-03,AdvantagePlus_Shopping,434.99,476,27401,10
2024-10-04,Prospecting_Lookalike,850.26,1059,67085,22
2024-10-04,Retargeting_Catalog,485.79,605,38328,12
2024-10-04,AdvantagePlus_Shopping,720.75,897,56866,18
2024-10-05,Prospecting_Lookalike,533.82,622,39623,13
2024-10-05,Retargeting_Catalog,504.78,588,37467,12
2024-10-05,AdvantagePlus_Shopping,723.33,843,53689,18
2024-10-06,Prospecting_Lookalike,341.47,415,22660,8
2024-10-06,Retargeting_Catalog,275.61,335,18289,7
2024-10-06,AdvantagePlus_Shopping,378.59,460,25123,9
2024-10-07,Prospecting_Lookalike,581.17,711,41370,15
2024-10-07,Retargeting_Catalog,509.98,624,36302,13
2024-10-07,AdvantagePlus_Shopping,618.09,757,43998,16
2024-10-08,Prospecting_Lookalike,651.86,749,52905,14
2024-10-08,Retargeting_Catalog,390.15,448,31664,8
2024-10-08,AdvantagePlus_Shopping,516.06,593,41883,11
2024-10-09,Prospecting_Lookalike,497.15,564,28613,13
2024-10-09,Retargeting_Catalog,367.27,417,21138,9
2024-10-09,AdvantagePlus_Shopping,497.59,565,28638,13
2024-10-10,Prospecting_Lookalike,367.38,448,24039,9
2024-10-10,Retargeting_Catalog,359.73,439,23538,9
2024-10-10,AdvantagePlus_Shopping,488.68,596,31976,13
2024-10-11,Prospecting_Lookalike,782.44,863,39850,17
2024-10-11,Retargeting_Catalog,497.71,549,25349,11
2024-10-11,AdvantagePlus_Shopping,593.24,655,30214,13
2024-10-12,Prospecting_Lookalike,642.03,740,36515,16
2024-10-12,Retargeting_Catalog,443.83,511,25242,11
2024-10-12,AdvantagePlus_Shopping,860.7,992,48951,22
2024-10-13,Prospecting_Lookalike,462.45,550,46616,10
2024-10-13,Retargeting_Catalog,412.51,490,41581,9
2024-10-13,AdvantagePlus_Shopping,666.72,793,67207,15
2024-10-14,Prospecting_Lookalike,408.91,472,22701,9
2024-10-14,Retargeting_Catalog,358.42,414,19898,8
2024-10-14,AdvantagePlus_Shopping,405.02,468,22485,9
2024-10-15,Prospecting_Lookalike,565.94,607,29743,11
2024-10-15,Retargeting_Catalog,338.55,363,17792,7
2024-10-15,AdvantagePlus_Shopping,545.45,585,28666,11
2024-10-16,Prospecting_Lookalike,522.13,593,35886,11
2024-10-16,Retargeting_Catalog,474.74,539,32628,10
2024-10-16,AdvantagePlus_Shopping,619.13,703,42553,13
2024-10-17,Prospecting_Lookalike,442.67,538,31415,12
2024-10-17,Retargeting_Catalog,297.11,361,21085,8
2024-10-17,AdvantagePlus_Shopping,520.75,633,36956,14
2024-10-18,Prospecting_Lookalike,528.65,622,33054,14
2024-10-18,Retargeting_Catalog,273.77,322,17117,7
2024-10-18,AdvantagePlus_Shopping,515.65,606,32241,14
2024-10-19,Prospecting_Lookalike,696.24,814,50969,17
2024-10-19,Retargeting_Catalog,414.28,484,30328,10
2024-10-19,AdvantagePlus_Shopping,760.16,888,55648,18
2024-10-20,Prospecting_Lookalike,652.98,744,42520,14
2024-10-20,Retargeting_Catalog,688.47,785,44831,15
2024-10-20,AdvantagePlus_Shopping,877.33,1000,57129,20
2024-10-21,Prospecting_Lookalike,490.45,570,28520,10
2024-10-21,Retargeting_Catalog,487.97,567,28376,10
2024-10-21,AdvantagePlus_Shopping,656.72,763,38189,13
2024-10-22,Prospecting_Lookalike,393.62,425,22328,7
2024-10-22,Retargeting_Catalog,226.46,244,12845,4
2024-10-22,AdvantagePlus_Shopping,461.37,498,26171,8
2024-10-23,Prospecting_Lookalike,655.76,779,46774,18
2024-10-23,Retargeting_Catalog,521.42,619,37191,14
2024-10-23,AdvantagePlus_Shopping,598.81,711,42711,16
2024-10-24,Prospecting_Lookalike,723.37,926,46194,16
2024-10-24,Retargeting_Catalog,445.88,570,28473,10
2024-10-24,AdvantagePlus_Shopping,555.08,710,35447,12
2024-10-25,Prospecting_Lookalike,471.8,549,29517,10
2024-10-25,Retargeting_Catalog,387.63,451,24251,8
2024-10-25,AdvantagePlus_Shopping,509.85,593,31898,11
2024-10-26,Prospecting_Lookalike,623.18,748,40378,16
2024-10-26,Retargeting_Catalog,695.21,835,45045,18
2024-10-26,AdvantagePlus_Shopping,796.68,956,51620,21
2024-10-27,Prospecting_Lookalike,460.98,583,34391,12
2024-10-27,Retargeting_Catalog,406.13,514,30299,11
2024-10-27,AdvantagePlus_Shopping,590.93,748,44085,16
2024-10-28,Prospecting_Lookalike,635.8,773,42997,17
2024-10-28,Retargeting_Catalog,575.31,699,38906,15
2024-10-28,AdvantagePlus_Shopping,539.71,656,36499,14
2024-10-29,Prospecting_Lookalike,579.5,693,42127,14
2024-10-29,Retargeting_Catalog,378.3,452,27500,9
2024-10-29,AdvantagePlus_Shopping,513.88,614,37357,13
2024-10-30,Prospecting_Lookalike,640.97,715,50682,14
2024-10-30,Retargeting_Catalog,554.26,618,43826,12
2024-10-30,AdvantagePlus_Shopping,643.37,718,50872,14
2024-10-31,Prospecting_Lookalike,464.86,587,33707,11
2024-10-31,Retargeting_Catalog,354.25,447,25686,8
2024-10-31,AdvantagePlus_Shopping,551.04,696,39956,13
2024-11-01,Prospecting_Lookalike,708.89,820,46202,16
2024-11-01,Retargeting_Catalog,632.35,731,41214,15
2024-11-01,AdvantagePlus_Shopping,762.73,882,49712,18
