Date,Channel,Sessions,Pageviews,Conversions,Revenue
2024-08-07,Organic Search,2555,6784,38,3154.43
2024-08-07,Direct,1460,4016,21,1708.9
2024-08-07,Referral,146,340,3,250.22
2024-08-07,Email,584,1267,14,1206.73
2024-08-07,Paid Search,2346,6422,63,5286.88
2024-08-07,Paid Social,994,2486,19,1679.33
2024-08-08,Organic Search,2420,5942,36,3075.97
2024-08-08,Direct,1383,3277,20,1735.52
2024-08-08,Referral,138,347,3,248.51
2024-08-08,Email,553,1284,13,1165.28
2024-08-08,Paid Search,2675,6704,76,6569.4
2024-08-08,Paid Social,1676,3869,41,3533.28
2024-08-09,Organic Search,2362,5878,35,3112.04
2024-08-09,Direct,1349,3068,20,1694.37
2024-08-09,Referral,134,315,3,250.95
2024-08-09,Email,539,1487,13,1124.63
2024-08-09,Paid Search,1315,2767,34,2577.58
2024-08-09,Paid Social,1678,3957,40,3353.8
2024-08-10,Organic Search,2089,5301,31,2538.14
2024-08-10,Direct,1193,2947,17,1509.69
2024-08-10,Referral,119,306,2,161.36
2024-08-10,Email,477,1114,11,962.22
2024-08-10,Paid Search,1545,4457,45,3616.66
2024-08-10,Paid Social,1211,2941,22,1834.92
2024-08-11,Organic Search,2056,5761,30,2573.28
2024-08-11,Direct,1174,3280,17,1496.09
2024-08-11,Referral,117,251,2,165.47
2024-08-11,Email,469,1218,11,868.77
2024-08-11,Paid Search,1131,2967,33,2864.9
2024-08-11,Paid Social,1481,3873,31,2536.13
2024-08-12,Organic Search,2170,5724,32,2579.97
2024-08-12,Direct,1240,2987,18,1480.43
2024-08-12,Referral,124,273,3,246.67
2024-08-12,Email,496,1235,12,991.79
2024-08-12,Paid Search,1615,3761,51,4387.32
2024-08-12,Paid Social,1758,5068,34,2791.93
2024-08-13,Organic Search,2585,6978,38,3238.3
2024-08-13,Direct,1477,3792,22,1887.26
2024-08-13,Referral,147,343,3,262.28
2024-08-13,Email,590,1527,14,1154.46
2024-08-13,Paid Search,2628,5689,72,6100.47
2024-08-13,Paid Social,1078,2740,17,1432.37
2024-08-14,Organic Search,2885,6724,43,3466.35
2024-08-14,Direct,1648,3908,24,1949.72
2024-08-14,Referral,164,436,4,317.19
2024-08-14,Email,659,1532,16,1260.22
2024-08-14,Paid Search,2651,7226,77,6786.14
2024-08-14,Paid Social,1693,4322,33,2893.73
2024-08-15,Organic Search,2543,7027,38,3140.03
2024-08-15,Direct,1453,3460,21,1910.91
2024-08-15,Referral,145,394,3,253.89
2024-08-15,Email,581,1424,14,1132.64
2024-08-15,Paid Search,1844,4365,51,4346.38
2024-08-15,Paid Social,1984,4684,44,3551.89
2024-08-16,Organic Search,2281,4643,34,2892.78
2024-08-16,Direct,1303,3232,19,1670.54
2024-08-16,Referral,130,315,3,257.13
2024-08-16,Email,521,1462,13,1100.48
2024-08-16,Paid Search,1535,3921,46,3857.71
2024-08-16,Paid Social,1538,3277,35,2960.76
2024-08-17,Organic Search,2119,4930,31,2573.76
2024-08-17,Direct,1211,2595,18,1489.22
2024-08-17,Referral,121,338,3,260.23
2024-08-17,Email,484,1277,12,1048.81
2024-08-17,Paid Search,1571,4494,41,3403.98
2024-08-17,Paid Social,1107,2561,23,1790.7
2024-08-18,Organic Search,2384,5863,35,2920.97
2024-08-18,Direct,1362,3447,20,1676.61
2024-08-18,Referral,136,350,3,259.15
2024-08-18,Email,545,1409,13,1056.71
2024-08-18,Paid Search,1513,3795,44,3596.0
2024-08-18,Paid Social,1528,4111,37,3177.3
2024-08-19,Organic Search,2290,6295,34,2850.41
2024-08-19,Direct,1308,3291,19,1650.28
2024-08-19,Referral,130,318,3,254.09
2024-08-19,Email,523,1405,13,1049.78
2024-08-19,Paid Search,1877,5367,51,4232.82
2024-08-19,Paid Social,1689,3681,40,3527.73
2024-08-20,Organic Search,2178,5485,32,2555.83
2024-08-20,Direct,1245,2626,18,1625.88
2024-08-20,Referral,124,291,3,249.02
2024-08-20,Email,498,1313,12,1010.46
2024-08-20,Paid Search,1952,5233,54,4456.99
2024-08-20,Paid Social,921,1909,20,1709.57
2024-08-21,Organic Search,2459,6078,36,3099.9
2024-08-21,Direct,1405,3607,21,1760.84
2024-08-21,Referral,140,335,3,261.52
2024-08-21,Email,562,1243,14,1118.16
2024-08-21,Paid Search,2052,4949,57,4882.72
2024-08-21,Paid Social,1289,3762,27,2266.03
2024-08-22,Organic Search,1819,4803,27,2130.24
2024-08-22,Direct,1039,2795,15,1305.15
2024-08-22,Referral,103,259,2,168.09
2024-08-22,Email,415,1019,10,861.7
2024-08-22,Paid Search,1988,5049,56,4869.52
2024-08-22,Paid Social,956,2320,21,1852.29
2024-08-23,Organic Search,1863,4990,27,2352.97
2024-08-23,Direct,1064,2681,15,1256.04
2024-08-23,Referral,106,247,2,174.07
2024-08-23,Email,425,1116,10,856.14
2024-08-23,Paid Search,1508,4058,41,3416.32
2024-08-23,Paid Social,963,2342,21,1768.79
2024-08-24,Organic Search,1958,4825,29,2433.3
2024-08-24,Direct,1119,2513,16,1319.07
2024-08-24,Referral,111,293,2,163.36
2024-08-24,Email,447,990,11,907.77
2024-08-24,Paid Search,974,2297,27,2284.18
2024-08-24,Paid Social,1278,3367,24,1904.06
2024-08-25,Organic Search,2020,4680,30,2408.51
2024-08-25,Direct,1154,3138,17,1460.09
2024-08-25,Referral,115,296,2,175.34
2024-08-25,Email,461,1030,11,926.39
2024-08-25,Paid Search,1460,2938,45,3804.44
2024-08-25,Paid Social,1211,2601,25,2106.58
2024-08-26,Organic Search,2533,6280,37,3225.66
2024-08-26,Direct,1447,3674,21,1759.98
2024-08-26,Referral,144,394,3,252.0
2024-08-26,Email,579,1652,14,1186.27
2024-08-26,Paid Search,1846,5055,55,4477.11
2024-08-26,Paid Social,1653,4196,38,3225.33
2024-08-27,Organic Search,2111,5321,31,2739.61
2024-08-27,Direct,1206,3057,18,1458.97
2024-08-27,Referral,120,283,3,249.87
2024-08-27,Email,482,1239,12,1046.7
2024-08-27,Paid Search,2100,5043,62,5199.4
2024-08-27,Paid Social,1406,3395,34,2946.52
2024-08-28,Organic Search,2943,7669,44,3487.41
2024-08-28,Direct,1682,4109,25,2076.94
2024-08-28,Referral,168,436,4,330.63
2024-08-28,Email,672,1976,16,1410.82
2024-08-28,Paid Search,2414,5976,65,5462.38
2024-08-28,Paid Social,1144,2448,27,2427.96
2024-08-29,Organic Search,2174,5627,32,2732.66
2024-08-29,Direct,1242,2836,18,1575.13
2024-08-29,Referral,124,331,3,253.19
2024-08-29,Email,497,1141,12,1060.17
2024-08-29,Paid Search,1825,4397,47,3724.02
2024-08-29,Paid Social,1225,2834,27,2228.17
2024-08-30,Organic Search,1794,5017,26,2347.24
2024-08-30,Direct,1025,2640,15,1246.2
2024-08-30,Referral,102,253,2,181.67
2024-08-30,Email,410,1010,10,903.26
2024-08-30,Paid Search,1433,3714,42,3600.31
2024-08-30,Paid Social,1060,2687,26,2231.74
2024-08-31,Organic Search,2133,6014,31,2711.73
2024-08-31,Direct,1219,3078,18,1450.25
2024-08-31,Referral,121,295,3,237.94
2024-08-31,Email,487,1163,12,999.89
2024-08-31,Paid Search,1627,4204,48,4086.53
2024-08-31,Paid Social,1386,3073,31,2760.78
2024-09-01,Organic Search,2058,5523,30,2519.34
2024-09-01,Direct,1176,3049,17,1537.11
2024-09-01,Referral,117,295,2,161.68
2024-09-01,Email,470,1243,11,924.27
2024-09-01,Paid Search,1223,2749,37,3157.72
2024-09-01,Paid Social,1260,3285,27,2402.67
2024-09-02,Organic Search,2051,5187,30,2687.85
2024-09-02,Direct,1172,2627,17,1472.12
2024-09-02,Referral,117,337,2,166.97
2024-09-02,Email,468,1210,11,865.71
2024-09-02,Paid Search,1571,4024,42,3693.27
2024-09-02,Paid Social,942,2207,23,2017.14
2024-09-03,Organic Search,2212,5188,33,2878.31
2024-09-03,Direct,1264,2881,18,1545.01
2024-09-03,Referral,126,325,3,247.34
2024-09-03,Email,505,1277,12,1054.84
2024-09-03,Paid Search,1857,4311,51,4391.6
2024-09-03,Paid Social,1556,4351,36,3061.92
2024-09-04,Organic Search,2504,5611,37,3243.19
2024-09-04,Direct,1431,3250,21,1858.64
2024-09-04,Referral,143,309,3,244.79
2024-09-04,Email,572,1284,14,1220.19
2024-09-04,Paid Search,2103,5661,51,4182.76
2024-09-04,Paid Social,1850,4854,45,3904.53
2024-09-05,Organic Search,2625,6468,39,3435.05
2024-09-05,Direct,1500,4263,22,1728.4
2024-09-05,Referral,150,410,3,247.34
2024-09-05,Email,600,1356,15,1226.82
2024-09-05,Paid Search,2773,6719,75,6369.13
2024-09-05,Paid Social,1629,4053,31,2613.65
2024-09-06,Organic Search,2132,5350,31,2684.09
2024-09-06,Direct,1218,3210,18,1523.59
2024-09-06,Referral,121,352,3,261.45
2024-09-06,Email,487,1223,12,999.67
2024-09-06,Paid Search,1687,4065,50,4208.58
2024-09-06,Paid Social,1436,4032,29,2335.69
2024-09-07,Organic Search,2215,5573,33,2801.85
2024-09-07,Direct,1266,3475,18,1468.81
2024-09-07,Referral,126,342,3,254.3
2024-09-07,Email,506,1104,12,1065.14
2024-09-07,Paid Search,1264,3165,34,2929.53
2024-09-07,Paid Social,1423,3521,28,2351.07
2024-09-08,Organic Search,1402,3691,21,1835.24
2024-09-08,Direct,801,2052,12,1034.36
2024-09-08,Referral,80,188,2,168.38
2024-09-08,Email,320,790,8,676.07
2024-09-08,Paid Search,1117,2931,32,2652.26
2024-09-08,Paid Social,1039,2364,23,1937.45
2024-09-09,Organic Search,2550,6512,38,3307.6
2024-09-09,Direct,1457,3282,21,1812.07
2024-09-09,Referral,145,360,3,236.72
2024-09-09,Email,582,1269,14,1238.13
2024-09-09,Paid Search,2631,6452,72,6270.82
2024-09-09,Paid Social,725,1783,18,1468.89
2024-09-10,Organic Search,2057,5536,30,2632.49
2024-09-10,Direct,1175,2935,17,1507.25
2024-09-10,Referral,117,268,2,174.89
2024-09-10,Email,470,1137,11,834.07
2024-09-10,Paid Search,2104,5756,60,4950.32
2024-09-10,Paid Social,1113,2895,21,1703.91
2024-09-11,Organic Search,2381,5554,35,2924.48
2024-09-11,Direct,1360,3678,20,1733.33
2024-09-11,Referral,136,357,3,269.12
2024-09-11,Email,544,1253,13,1144.14
2024-09-11,Paid Search,1752,4219,45,3868.64
2024-09-11,Paid Social,1116,2730,26,2189.98
2024-09-12,Organic Search,2588,6581,38,3390.04
2024-09-12,Direct,1479,3151,22,1882.51
2024-09-12,Referral,147,310,3,220.04
2024-09-12,Email,591,1684,14,1201.06
2024-09-12,Paid Search,2077,5289,58,4937.92
2024-09-12,Paid Social,1490,4081,29,2585.56
2024-09-13,Organic Search,1671,4265,25,2047.51
2024-09-13,Direct,955,2312,14,1152.34
2024-09-13,Referral,95,210,2,161.78
2024-09-13,Email,382,834,9,794.43
2024-09-13,Paid Search,1471,3747,32,2770.38
2024-09-13,Paid Social,1233,2653,32,2812.65
2024-09-14,Organic Search,1764,5536,26,2168.81
2024-09-14,Direct,1008,2740,15,1325.46
2024-09-14,Referral,100,239,2,170.11
2024-09-14,Email,403,974,10,850.92
2024-09-14,Paid Search,1099,2732,30,2632.62
2024-09-14,Paid Social,1111,2850,20,1644.15
2024-09-15,Organic Search,1941,4993,29,2530.31
2024-09-15,Direct,1109,2682,16,1306.03
2024-09-15,Referral,110,270,2,176.92
2024-09-15,Email,443,1086,11,840.39
2024-09-15,Paid Search,1464,3803,36,3171.59
2024-09-15,Paid Social,1110,2451,26,2324.51
2024-09-16,Organic Search,1748,4157,26,2179.06
2024-09-16,Direct,999,2766,14,1159.16
2024-09-16,Referral,99,223,2,168.8
2024-09-16,Email,399,1031,9,746.58
2024-09-16,Paid Search,1556,4227,47,3825.45
2024-09-16,Paid Social,718,1961,17,1470.1
2024-09-17,Organic Search,2157,5350,32,2717.28
2024-09-17,Direct,1232,3027,18,1638.17
2024-09-17,Referral,123,336,3,242.1
2024-09-17,Email,493,1217,12,977.98
2024-09-17,Paid Search,1705,4280,50,4412.79
2024-09-17,Paid Social,1145,2758,26,2168.4
2024-09-18,Organic Search,2455,6774,36,3123.41
2024-09-18,Direct,1403,3565,21,1800.49
2024-09-18,Referral,140,346,3,257.35
2024-09-18,Email,561,1263,14,1191.5
2024-09-18,Paid Search,2254,6303,65,5702.26
2024-09-18,Paid Social,1495,3787,30,2585.74
2024-09-19,Organic Search,2733,7063,40,3390.46
2024-09-19,Direct,1561,3650,23,2050.85
2024-09-19,Referral,156,400,3,255.91
2024-09-19,Email,624,1639,15,1270.6
2024-09-19,Paid Search,1335,3478,41,3475.55
2024-09-19,Paid Social,1263,3118,25,2222.2
2024-09-20,Organic Search,2632,6407,39,3507.03
2024-09-20,Direct,1504,3870,22,1819.85
2024-09-20,Referral,150,348,3,256.1
2024-09-20,Email,601,1574,15,1371.58
2024-09-20,Paid Search,1717,4863,44,3735.78
2024-09-20,Paid Social,924,2343,22,1928.32
2024-09-21,Organic Search,1595,3731,23,1955.81
2024-09-21,Direct,911,2370,13,1097.08
2024-09-21,Referral,91,232,2,169.12
2024-09-21,Email,364,981,9,777.04
2024-09-21,Paid Search,1064,2740,33,2900.61
2024-09-21,Paid Social,1480,3046,35,3010.62
2024-09-22,Organic Search,1710,4600,25,2156.42
2024-09-22,Direct,977,2435,14,1207.0
2024-09-22,Referral,97,236,2,172.14
2024-09-22,Email,391,1076,9,774.41
2024-09-22,Paid Search,1018,2379,30,2599.85
2024-09-22,Paid Social,1135,2556,27,2343.06
2024-09-23,Organic Search,2050,5075,30,2601.25
2024-09-23,Direct,1171,2739,17,1509.33
2024-09-23,Referral,117,276,2,175.87
2024-09-23,Email,468,1190,11,991.69
2024-09-23,Paid Search,2020,5611,55,4774.15
2024-09-23,Paid Social,1139,2638,27,2340.56
2024-09-24,Organic Search,2193,5613,32,2864.16
2024-09-24,Direct,1253,2998,18,1481.71
2024-09-24,Referral,125,302,3,254.35
2024-09-24,Email,501,1099,12,1039.66
2024-09-24,Paid Search,1605,3933,48,4040.32
2024-09-24,Paid Social,1541,4385,29,2289.01
2024-09-25,Organic Search,2398,5830,35,2734.19
2024-09-25,Direct,1370,3940,20,1700.3
2024-09-25,Referral,137,341,3,253.15
2024-09-25,Email,548,1269,13,1186.75
2024-09-25,Paid Search,2096,4432,54,4586.87
2024-09-25,Paid Social,1323,3265,24,2119.6
2024-09-26,Organic Search,1843,4345,27,2260.12
2024-09-26,Direct,1053,2550,15,1315.17
2024-09-26,Referral,105,242,2,150.59
2024-09-26,Email,421,1101,10,814.86
2024-09-26,Paid Search,1618,3713,42,3562.42
2024-09-26,Paid Social,1324,3007,27,2255.33
2024-09-27,Organic Search,1281,2882,19,1549.48
2024-09-27,Direct,732,1983,10,851.41
2024-09-27,Referral,73,214,1,87.72
2024-09-27,Email,292,632,7,617.19
2024-09-27,Paid Search,1157,3113,30,2571.86
2024-09-27,Paid Social,975,2613,20,1652.0
2024-09-28,Organic Search,1736,4198,26,2174.81
2024-09-28,Direct,992,2637,14,1234.03
2024-09-28,Referral,99,254,2,182.01
2024-09-28,Email,396,1020,9,762.21
2024-09-28,Paid Search,972,2514,26,2126.58
2024-09-28,Paid Social,805,2149,16,1405.54
2024-09-29,Organic Search,1942,5057,29,2537.7
2024-09-29,Direct,1110,2610,16,1333.75
2024-09-29,Referral,111,276,2,179.53
2024-09-29,Email,444,921,11,1010.62
2024-09-29,Paid Search,1607,4248,41,3443.45
2024-09-29,Paid Social,1324,3370,29,2388.96
2024-09-30,Organic Search,2078,4726,31,2659.73
2024-09-30,Direct,1187,2735,17,1448.74
2024-09-30,Referral,118,333,2,176.74
2024-09-30,Email,475,1396,11,919.67
2024-09-30,Paid Search,1689,3985,51,4439.23
2024-09-30,Paid Social,1651,4037,40,3234.84
2024-10-01,Organic Search,2696,7079,40,3229.93
2024-10-01,Direct,1540,3504,23,2043.05
2024-10-01,Referral,154,382,3,249.02
2024-10-01,Email,616,1550,15,1162.1
2024-10-01,Paid Search,2126,5829,58,4775.66
2024-10-01,Paid Social,1167,2691,24,1958.55
2024-10-02,Organic Search,2260,5366,33,2855.48
2024-10-02,Direct,1291,3271,19,1592.32
2024-10-02,Referral,129,303,3,239.58
2024-10-02,Email,516,1387,12,1046.18
2024-10-02,Paid Search,2234,5311,64,5064.33
2024-10-02,Paid Social,965,2235,19,1635.03
2024-10-03,Organic Search,2229,5048,33,2765.14
2024-10-03,Direct,1274,3165,19,1596.53
2024-10-03,Referral,127,296,3,264.12
2024-10-03,Email,509,1257,12,1038.59
2024-10-03,Paid Search,1981,4796,53,4495.47
2024-10-03,Paid Social,1043,2337,24,2126.38
2024-10-04,Organic Search,2105,5206,31,2539.54
2024-10-04,Direct,1203,3093,18,1620.34
2024-10-04,Referral,120,291,3,254.03
2024-10-04,Email,481,1179,12,1059.82
2024-10-04,Paid Search,1472,3572,35,2952.29
2024-10-04,Paid Social,1514,4131,32,2680.44
2024-10-05,Organic Search,1807,4536,27,2235.97
2024-10-05,Direct,1032,2753,15,1340.21
2024-10-05,Referral,103,231,2,160.99
2024-10-05,Email,413,1077,10,870.66
2024-10-05,Paid Search,1267,2692,36,3215.17
2024-10-05,Paid Social,1212,2801,26,2239.54
2024-10-06,Organic Search,2250,6215,33,3003.8
2024-10-06,Direct,1286,3216,19,1702.11
2024-10-06,Referral,128,336,3,254.79
2024-10-06,Email,514,1401,12,1025.13
2024-10-06,Paid Search,1534,3568,37,3274.14
2024-10-06,Paid Social,838,2081,17,1439.18
2024-10-07,Organic Search,2292,5461,34,2837.54
2024-10-07,Direct,1309,3480,19,1664.24
2024-10-07,Referral,130,319,3,264.61
2024-10-07,Email,523,1445,13,1130.56
2024-10-07,Paid Search,1894,4627,52,4257.77
2024-10-07,Paid Social,1439,3000,32,2882.56
2024-10-08,Organic Search,2307,5109,34,3031.26
2024-10-08,Direct,1318,3173,19,1509.68
2024-10-08,Referral,131,364,3,257.34
2024-10-08,Email,527,1422,13,1115.46
2024-10-08,Paid Search,2285,6245,57,4955.98
2024-10-08,Paid Social,1198,3064,23,2137.47
2024-10-09,Organic Search,2053,4855,30,2570.4
2024-10-09,Direct,1173,2836,17,1450.91
2024-10-09,Referral,117,294,2,180.0
2024-10-09,Email,469,1245,11,948.97
2024-10-09,Paid Search,2324,5383,74,6173.39
2024-10-09,Paid Social,1081,2572,25,2208.68
2024-10-10,Organic Search,2784,6863,41,3546.49
2024-10-10,Direct,1591,4196,23,2015.88
2024-10-10,Referral,159,402,3,261.92
2024-10-10,Email,636,1523,15,1329.82
2024-10-10,Paid Search,2019,5666,60,5117.48
2024-10-10,Paid Social,1300,2983,28,2462.71
2024-10-11,Organic Search,1602,3874,24,2021.79
2024-10-11,Direct,915,2114,13,1070.53
2024-10-11,Referral,91,218,2,166.74
2024-10-11,Email,366,942,9,753.98
2024-10-11,Paid Search,1569,4093,44,3860.67
2024-10-11,Paid Social,1046,2579,21,1785.11
2024-10-12,Organic Search,2335,5930,35,3081.67
2024-10-12,Direct,1334,3059,20,1787.41
2024-10-12,Referral,133,338,3,249.58
2024-10-12,Email,533,1351,13,1167.31
2024-10-12,Paid Search,1203,3341,36,2960.37
2024-10-12,Paid Social,1808,4445,41,3379.9
2024-10-13,Organic Search,1822,4522,27,2171.34
2024-10-13,Direct,1041,2617,15,1242.93
2024-10-13,Referral,104,230,2,172.04
2024-10-13,Email,416,1155,10,778.29
2024-10-13,Paid Search,1286,3359,33,2882.69
2024-10-13,Paid Social,988,2776,20,1710.79
2024-10-14,Organic Search,1665,4588,24,2148.95
2024-10-14,Direct,951,2620,14,1158.5
2024-10-14,Referral,95,270,2,171.11
2024-10-14,Email,380,855,9,758.42
2024-10-14,Paid Search,1467,3889,42,3862.25
2024-10-14,Paid Social,636,1589,13,1146.08
2024-10-15,Organic Search,2490,5713,37,3267.72
2024-10-15,Direct,1423,3349,21,1659.04
2024-10-15,Referral,142,380,3,248.93
2024-10-15,Email,569,1445,14,1181.98
2024-10-15,Paid Search,2359,5324,66,5580.05
2024-10-15,Paid Social,1283,3212,25,1946.72
2024-10-16,Organic Search,2746,6728,41,3656.62
2024-10-16,Direct,1569,4065,23,2067.77
2024-10-16,Referral,156,362,3,247.02
2024-10-16,Email,627,1536,15,1257.92
2024-10-16,Paid Search,2359,6588,67,5772.33
2024-10-16,Paid Social,1719,3979,31,2575.06
2024-10-17,Organic Search,2127,5005,31,2633.19
2024-10-17,Direct,1215,3138,18,1416.55
2024-10-17,Referral,121,366,3,262.64
2024-10-17,Email,486,1163,12,1056.8
2024-10-17,Paid Search,1801,4069,55,4537.57
2024-10-17,Paid Social,1101,2573,25,2074.43
2024-10-18,Organic Search,2145,5273,32,2864.39
2024-10-18,Direct,1226,2863,18,1486.06
2024-10-18,Referral,122,317,3,252.36
2024-10-18,Email,490,1147,12,1007.98
2024-10-18,Paid Search,1533,4330,45,3882.49
2024-10-18,Paid Social,901,2091,21,1734.93
2024-10-19,Organic Search,1896,4408,28,2366.18
2024-10-19,Direct,1083,2765,16,1298.78
2024-10-19,Referral,108,218,2,177.4
2024-10-19,Email,433,1018,10,876.06
2024-10-19,Paid Search,1221,3404,34,2897.48
2024-10-19,Paid Social,1400,3262,29,2517.9
2024-10-20,Organic Search,1610,3778,24,1940.93
2024-10-20,Direct,920,2347,13,1061.61
2024-10-20,Referral,92,221,2,169.94
2024-10-20,Email,368,824,9,748.82
2024-10-20,Paid Search,1295,3020,31,2663.29
2024-10-20,Paid Social,1309,3320,26,2097.97
2024-10-21,Organic Search,2377,5463,35,3095.61
2024-10-21,Direct,1358,3826,20,1704.91
2024-10-21,Referral,135,329,3,245.9
2024-10-21,Email,543,1333,13,1117.04
2024-10-21,Paid Search,2040,4830,53,4773.64
2024-10-21,Paid Social,1408,3787,25,2162.18
2024-10-22,Organic Search,2199,5011,32,2673.6
2024-10-22,Direct,1256,2830,18,1569.39
2024-10-22,Referral,125,329,3,250.8
2024-10-22,Email,502,1249,12,994.32
2024-10-22,Paid Search,1828,4403,50,4629.96
2024-10-22,Paid Social,807,1880,14,1144.92
2024-10-23,Organic Search,2270,5714,34,2983.02
2024-10-23,Direct,1297,3106,19,1629.67
2024-10-23,Referral,129,272,3,254.37
2024-10-23,Email,518,1135,12,1034.06
2024-10-23,Paid Search,2389,5867,67,5788.83
2024-10-23,Paid Social,1150,3029,26,2273.17
2024-10-24,Organic Search,1920,4544,28,2486.52
2024-10-24,Direct,1097,3095,16,1322.69
2024-10-24,Referral,109,295,2,183.66
2024-10-24,Email,438,1137,10,840.36
2024-10-24,Paid Search,1746,4028,44,3878.7
2024-10-24,Paid Social,1127,3221,20,1664.5
2024-10-25,Organic Search,2368,6398,35,2824.3
2024-10-25,Direct,1353,3374,20,1683.37
2024-10-25,Referral,135,344,3,256.14
2024-10-25,Email,541,1363,13,1105.87
2024-10-25,Paid Search,2014,5604,66,5852.04
2024-10-25,Paid Social,1205,2975,23,2027.87
2024-10-26,Organic Search,1664,4955,24,2118.26
2024-10-26,Direct,950,2725,14,1190.2
2024-10-26,Referral,95,219,2,162.28
2024-10-26,Email,380,1022,9,752.55
2024-10-26,Paid Search,1264,3342,39,3138.21
2024-10-26,Paid Social,1192,3417,26,2226.87
2024-10-27,Organic Search,2203,5898,33,2773.64
2024-10-27,Direct,1258,3609,18,1508.63
2024-10-27,Referral,125,284,3,249.52
2024-10-27,Email,503,1204,12,993.02
2024-10-27,Paid Search,1420,3467,41,3587.16
2024-10-27,Paid Social,1125,2654,24,2160.82
2024-10-28,Organic Search,2255,6176,33,2907.45
2024-10-28,Direct,1289,3133,19,1625.68
2024-10-28,Referral,128,322,3,261.46
2024-10-28,Email,515,1389,12,1007.02
2024-10-28,Paid Search,1715,4343,48,4013.17
2024-10-28,Paid Social,1341,3498,30,2585.65
2024-10-29,Organic Search,2091,4995,31,2657.72
2024-10-29,Direct,1195,2710,17,1447.05
2024-10-29,Referral,119,313,2,184.48
2024-10-29,Email,478,1157,11,980.65
2024-10-29,Paid Search,2112,5451,58,4922.33
2024-10-29,Paid Social,1102,2737,24,1956.54
2024-10-30,Organic Search,2124,6009,31,2518.48
2024-10-30,Direct,1213,3741,18,1570.76
2024-10-30,Referral,121,297,3,255.31
2024-10-30,Email,485,1231,12,1016.49
2024-10-30,Paid Search,2165,5549,56,4844.01
2024-10-30,Paid Social,1304,3234,27,2260.17
2024-10-31,Organic Search,1889,4313,28,2444.99
2024-10-31,Direct,1079,3146,16,1383.52
2024-10-31,Referral,107,241,2,168.41
2024-10-31,Email,431,1097,10,819.26
2024-10-31,Paid Search,1651,3767,46,3821.87
2024-10-31,Paid Social,1075,2379,21,1884.97
2024-11-01,Organic Search,2749,7945,41,3433.04
2024-11-01,Direct,1571,3486,23,2043.28
2024-11-01,Referral,157,377,3,265.27
2024-11-01,Email,628,1450,15,1210.74
2024-11-01,Paid Search,3009,7293,85,6758.01
2024-11-01,Paid Social,2267,5768,46,4113.87
2024-11-02,Organic Search,2328,6052,34,2725.28
2024-11-02,Direct,1330,3426,19,1597.45
2024-11-02,Referral,133,315,3,254.71
2024-11-02,Email,532,1193,13,1154.24
2024-11-02,Paid Search,2683,6640,68,5633.87
2024-11-02,Paid Social,1740,4643,37,3054.77
2024-11-03,Organic Search,2136,5330,32,2484.85
2024-11-03,Direct,1220,2941,18,1597.39
2024-11-03,Referral,122,315,3,251.91
2024-11-03,Email,488,1172,12,966.51
2024-11-03,Paid Search,2003,4965,57,4979.58
2024-11-03,Paid Social,1903,4452,34,3018.96
2024-11-04,Organic Search,1904,4741,28,2316.91
2024-11-04,Direct,1088,2626,16,1359.88
2024-11-04,Referral,108,224,2,176.83
2024-11-04,Email,435,1101,10,838.74
2024-11-04,Paid Search,2358,5254,65,5521.68
2024-11-04,Paid Social,1496,3793,30,2600.71
2024-11-05,Organic Search,3150,7425,47,3767.82
2024-11-05,Direct,1800,4898,27,2262.65
2024-11-05,Referral,180,425,4,314.7
2024-11-05,Email,720,1792,18,1470.01
2024-11-05,Paid Search,3953,9824,95,8165.21
2024-11-05,Paid Social,2004,5212,42,3337.63
2024-11-06,Organic Search,3124,7844,46,3777.16
2024-11-06,Direct,1785,4369,26,2224.13
2024-11-06,Referral,178,397,4,334.02
2024-11-06,Email,714,1615,17,1479.71
2024-11-06,Paid Search,4016,9629,105,8489.02
2024-11-06,Paid Social,2466,6311,50,4145.07
2024-11-07,Organic Search,2397,5562,35,2832.76
2024-11-07,Direct,1370,3518,20,1674.02
2024-11-07,Referral,137,381,3,244.58
2024-11-07,Email,548,1529,13,1120.32
2024-11-07,Paid Search,3382,9093,91,7562.95
2024-11-07,Paid Social,2068,4897,44,3771.07
2024-11-08,Organic Search,2191,5297,32,2689.22
2024-11-08,Direct,1252,3251,18,1552.15
2024-11-08,Referral,125,270,3,264.3
2024-11-08,Email,500,1377,12,995.06
2024-11-08,Paid Search,2629,6892,83,6835.04
2024-11-08,Paid Social,1756,4392,40,3285.71
2024-11-09,Organic Search,2345,6305,35,3122.33
2024-11-09,Direct,1340,3424,20,1685.29
2024-11-09,Referral,134,333,3,237.01
2024-11-09,Email,536,1283,13,1059.16
2024-11-09,Paid Search,2567,7427,74,6544.41
2024-11-09,Paid Social,2521,6738,59,4981.01
2024-11-10,Organic Search,2122,5588,31,2479.63
2024-11-10,Direct,1212,3206,18,1425.29
2024-11-10,Referral,121,304,3,263.35
2024-11-10,Email,485,1199,12,985.53
2024-11-10,Paid Search,2544,6605,64,5654.42
2024-11-10,Paid Social,1986,5183,49,4242.72
2024-11-11,Organic Search,3505,9548,52,4344.12
2024-11-11,Direct,2003,4756,30,2561.17
2024-11-11,Referral,200,453,5,414.49
2024-11-11,Email,801,1594,20,1701.5
2024-11-11,Paid Search,4069,10258,117,9441.57
